accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,roc_auc_ovr_macro
0.5590277777777778,0.6521337126600284,0.5590277777777778,0.5208144796380091,0.6521337126600284,0.5590277777777778,0.5208144796380091,0.8400065104166666
